MemberID,PhoneNo,StreetNo,Street,City,State,Zip,ExpiryDate
5741,(123) 123-7437,2880,Oak Drive,Carson City,NV,89701,9/27/2008 23:18:06
5743,(123) 123-7438,2881,Queen Ann Drive,Salem,OR,97301,9/29/2008 23:18:06
5745,(123) 123-7439,2882,Stoney Way,Austin,TX,73301,10/01/2008 23:18:06
5747,(123) 123-7440,2883,University Lane,Richmond,VA,23173-1823,10/03/2008 23:18:06
5749,(123) 123-7441,2884,Willow Road,Charleston,WV,25300,10/05/2008 23:18:06
5751,(123) 123-7442,2885,Bowery Estates,Montgomery,AL,36100,10/07/2008 23:18:06
5753,(123) 123-7443,2886,Dogwood Drive,Sacramento,CA,94203,10/09/2008 23:18:06
5755,(123) 123-7444,2887,Fir Street,Washington,DC,20510-0001,10/11/2008 23:18:06
5757,(123) 123-7445,2888,The Highlands,Atlanta,GA,30026,10/13/2008 23:18:06
5759,(123) 123-7446,2889,James Road,Springfield,IL,62700,10/15/2008 23:18:06
5761,(123) 123-7447,2890,Larch Mont Road,Boston,MA,02138-7190,10/17/2008 23:18:06
5763,(123) 123-7448,2891,New Pike Road,Trenton,NJ,8600,10/19/2008 23:18:06
5765,(123) 123-7449,2892,Pine Place,Albany,NY,12200-2837,10/21/2008 23:18:06
5767,(123) 123-7450,2893,Race Track Road,Harrisburg,PA,17100,10/23/2008 23:18:06
5769,(123) 123-7451,2894,Tamarack Road,Salt Lake City,UT,84100,10/25/2008 23:18:06
5771,(123) 123-7452,2895,Valley Road,Olympia,WA,98507,10/27/2008 23:18:06
5773,(123) 123-7453,2896,Apple Lane,Juneau,AK,99801,10/29/2008 23:18:06
5775,(123) 123-7454,2897,Cannery Row,Phoenix,AZ,85011,10/31/2008 23:18:06
5777,(123) 123-7455,2898,Elm Street,Denver,CO,80201,11/02/2008 23:18:06
5779,(123) 123-7456,2899,Goshen Road,Tallahassee,FL,32301,11/04/2008 23:18:06
5781,(123) 123-7457,2900,Island Drive,Honolulu,HI,96800-3017,11/06/2008 23:18:06
5783,(123) 123-7458,2901,King Street,Baton Rouge,LA,70800,11/08/2008 23:18:06
5785,(123) 123-7459,2902,Maple Street,Annapolis,MD,21400,11/10/2008 23:18:06
5787,(123) 123-7460,2903,Oak Drive,Carson City,NV,89701,11/12/2008 23:18:06
5789,(123) 123-7461,2904,Queen Ann Drive,Salem,OR,97301,11/14/2008 23:18:06
5791,(123) 123-7462,2905,Stoney Way,Austin,TX,73301,11/16/2008 23:18:06
5793,(123) 123-7463,2906,University Lane,Richmond,VA,23173-1823,11/18/2008 23:18:06
5795,(123) 123-7464,2907,Willow Road,Charleston,WV,25300,11/20/2008 23:18:06
5797,(123) 123-7465,2908,Bowery Estates,Montgomery,AL,36100,11/22/2008 23:18:06
5799,(123) 123-7466,2909,Dogwood Drive,Sacramento,CA,94203,11/24/2008 23:18:06
5801,(123) 123-7467,2910,Fir Street,Washington,DC,20510-0001,11/26/2008 23:18:06
5803,(123) 123-7468,2911,The Highlands,Atlanta,GA,30026,11/28/2008 23:18:06
5805,(123) 123-7469,2912,James Road,Springfield,IL,62700,11/30/2008 23:18:06
5807,(123) 123-7470,2913,Larch Mont Road,Boston,MA,02138-7190,12/02/2008 23:18:06
5809,(123) 123-7471,2914,New Pike Road,Trenton,NJ,8600,12/04/2008 23:18:06
5811,(123) 123-7472,2915,Pine Place,Albany,NY,12200-2837,12/06/2008 23:18:06
5813,(123) 123-7473,2916,Race Track Road,Harrisburg,PA,17100,12/08/2008 23:18:06
5815,(123) 123-7474,2917,Tamarack Road,Salt Lake City,UT,84100,12/10/2008 23:18:06
5817,(123) 123-7475,2918,Valley Road,Olympia,WA,98507,12/12/2008 23:18:06
5819,(123) 123-7476,2919,Apple Lane,Juneau,AK,99801,12/14/2008 23:18:06
5821,(123) 123-7477,2920,Cannery Row,Phoenix,AZ,85011,12/16/2008 23:18:06
5823,(123) 123-7478,2921,Elm Street,Denver,CO,80201,12/18/2008 23:18:06
5825,(123) 123-7479,2922,Goshen Road,Tallahassee,FL,32301,12/20/2008 23:18:06
5827,(123) 123-7480,2923,Island Drive,Honolulu,HI,96800-3017,12/22/2008 23:18:06
5829,(123) 123-7481,2924,King Street,Baton Rouge,LA,70800,12/24/2008 23:18:06
5831,(123) 123-7482,2925,Maple Street,Annapolis,MD,21400,12/26/2008 23:18:06
5833,(123) 123-7483,2926,Oak Drive,Carson City,NV,89701,12/28/2008 23:18:06
5835,(123) 123-7484,2927,Queen Ann Drive,Salem,OR,97301,12/30/2008 23:18:06
5837,(123) 123-7485,2928,Stoney Way,Austin,TX,73301,01/01/2009 23:18:06
5839,(123) 123-7486,2929,University Lane,Richmond,VA,23173-1823,01/03/2009 23:18:06
5841,(123) 123-7487,2930,Willow Road,Charleston,WV,25300,01/06/2008 23:18:06
5843,(123) 123-7488,2931,Bowery Estates,Montgomery,AL,36100,01/08/2008 23:18:06
5845,(123) 123-7489,2932,Dogwood Drive,Sacramento,CA,94203,01/10/2008 23:18:06
5847,(123) 123-7490,2933,Fir Street,Washington,DC,20510-0001,01/12/2008 23:18:06
5849,(123) 123-7491,2934,The Highlands,Atlanta,GA,30026,1/14/2008 23:18:06
5851,(123) 123-7492,2935,James Road,Springfield,IL,62700,1/16/2008 23:18:06
5853,(123) 123-7493,2936,Larch Mont Road,Boston,MA,02138-7190,1/18/2008 23:18:06
5855,(123) 123-7494,2937,New Pike Road,Trenton,NJ,8600,1/20/2008 23:18:06
5857,(123) 123-7495,2938,Pine Place,Albany,NY,12200-2837,1/22/2008 23:18:06
5859,(123) 123-7496,2939,Race Track Road,Harrisburg,PA,17100,1/24/2008 23:18:06
5861,(123) 123-7497,2940,Tamarack Road,Salt Lake City,UT,84100,1/26/2008 23:18:06
5863,(123) 123-7498,2941,Valley Road,Olympia,WA,98507,1/28/2008 23:18:06
5865,(123) 123-7499,2942,Apple Lane,Juneau,AK,99801,1/30/2008 23:18:06
5867,(123) 123-7500,2943,Cannery Row,Phoenix,AZ,85011,02/01/2008 23:18:06
5869,(123) 123-7501,2944,Elm Street,Denver,CO,80201,02/03/2008 23:18:06
5871,(123) 123-7502,2945,Goshen Road,Tallahassee,FL,32301,02/05/2008 23:18:06
5873,(123) 123-7503,2946,Island Drive,Honolulu,HI,96800-3017,02/07/2008 23:18:06
5875,(123) 123-7504,2947,King Street,Baton Rouge,LA,70800,02/09/2008 23:18:06
5877,(123) 123-7505,2948,Maple Street,Annapolis,MD,21400,02/11/2008 23:18:06
5879,(123) 123-7506,2949,Oak Drive,Carson City,NV,89701,2/13/2008 23:18:06
5881,(123) 123-7507,2950,Queen Ann Drive,Salem,OR,97301,2/15/2008 23:18:06
5883,(123) 123-7508,2951,Stoney Way,Austin,TX,73301,2/17/2008 23:18:06
5885,(123) 123-7509,2952,University Lane,Richmond,VA,23173-1823,2/19/2008 23:18:06
5887,(123) 123-7510,2953,Willow Road,Charleston,WV,25300,2/21/2008 23:18:06
5889,(123) 123-7511,2954,Bowery Estates,Montgomery,AL,36100,2/23/2008 23:18:06
5891,(123) 123-7512,2955,Dogwood Drive,Sacramento,CA,94203,2/25/2008 23:18:06
5893,(123) 123-7513,2956,Fir Street,Washington,DC,20510-0001,2/27/2008 23:18:06
5895,(123) 123-7514,2957,The Highlands,Atlanta,GA,30026,2/29/2008 23:18:06
5897,(123) 123-7515,2958,James Road,Springfield,IL,62700,03/02/2008 23:18:06
5899,(123) 123-7516,2959,Larch Mont Road,Boston,MA,02138-7190,03/04/2008 23:18:06
5901,(123) 123-7517,2960,New Pike Road,Trenton,NJ,8600,03/06/2008 23:18:06
5903,(123) 123-7518,2961,Pine Place,Albany,NY,12200-2837,03/08/2008 23:18:06
5905,(123) 123-7519,2962,Race Track Road,Harrisburg,PA,17100,03/10/2008 23:18:06
5907,(123) 123-7520,2963,Tamarack Road,Salt Lake City,UT,84100,03/12/2008 23:18:06
5909,(123) 123-7521,2964,Valley Road,Olympia,WA,98507,3/14/2008 23:18:06
5911,(123) 123-7522,2965,Apple Lane,Juneau,AK,99801,3/16/2008 23:18:06
5913,(123) 123-7523,2966,Cannery Row,Phoenix,AZ,85011,3/18/2008 23:18:06
5915,(123) 123-7524,2967,Elm Street,Denver,CO,80201,3/20/2008 23:18:06
5917,(123) 123-7525,2968,Goshen Road,Tallahassee,FL,32301,3/22/2008 23:18:06
5919,(123) 123-7526,2969,Island Drive,Honolulu,HI,96800-3017,3/24/2008 23:18:06
5921,(123) 123-7527,2970,King Street,Baton Rouge,LA,70800,3/26/2008 23:18:06
5923,(123) 123-7528,2971,Maple Street,Annapolis,MD,21400,3/28/2008 23:18:06
5925,(123) 123-7529,2972,Oak Drive,Carson City,NV,89701,3/30/2008 23:18:06
5927,(123) 123-7530,2973,Queen Ann Drive,Salem,OR,97301,04/01/2008 23:18:06
5929,(123) 123-7531,2974,Stoney Way,Austin,TX,73301,04/03/2008 23:18:06
5931,(123) 123-7532,2975,University Lane,Richmond,VA,23173-1823,04/05/2008 23:18:06
5933,(123) 123-7533,2976,Willow Road,Charleston,WV,25300,04/07/2008 23:18:06
5935,(123) 123-7534,2977,Bowery Estates,Montgomery,AL,36100,04/09/2008 23:18:06
5937,(123) 123-7535,2978,Dogwood Drive,Sacramento,CA,94203,04/11/2008 23:18:06
5939,(123) 123-7536,2979,Fir Street,Washington,DC,20510-0001,4/13/2008 23:18:06
5941,(123) 123-7537,2980,The Highlands,Atlanta,GA,30026,4/15/2008 23:18:06
5943,(123) 123-7538,2981,James Road,Springfield,IL,62700,4/17/2008 23:18:06
5945,(123) 123-7539,2982,Larch Mont Road,Boston,MA,02138-7190,4/19/2008 23:18:06
5947,(123) 123-7540,2983,New Pike Road,Trenton,NJ,8600,4/21/2008 23:18:06
5949,(123) 123-7541,2984,Pine Place,Albany,NY,12200-2837,4/23/2008 23:18:06
5951,(123) 123-7542,2985,Race Track Road,Harrisburg,PA,17100,4/25/2008 23:18:06
5953,(123) 123-7543,2986,Tamarack Road,Salt Lake City,UT,84100,4/27/2008 23:18:06
5955,(123) 123-7544,2987,Valley Road,Olympia,WA,98507,4/29/2008 23:18:06
5957,(123) 123-7545,2988,Apple Lane,Juneau,AK,99801,05/01/2008 23:18:06
5959,(123) 123-7546,2989,Cannery Row,Phoenix,AZ,85011,05/03/2008 23:18:06
5961,(123) 123-7547,2990,Elm Street,Denver,CO,80201,05/05/2008 23:18:06
5963,(123) 123-7548,2991,Goshen Road,Tallahassee,FL,32301,05/07/2008 23:18:06
5965,(123) 123-7549,2992,Island Drive,Honolulu,HI,96800-3017,05/09/2008 23:18:06
5967,(123) 123-7550,2993,King Street,Baton Rouge,LA,70800,05/11/2008 23:18:06
5969,(123) 123-7551,2994,Maple Street,Annapolis,MD,21400,5/13/2008 23:18:06
5971,(123) 123-7552,2995,Oak Drive,Carson City,NV,89701,5/15/2008 23:18:06
5973,(123) 123-7553,2996,Queen Ann Drive,Salem,OR,97301,5/17/2008 23:18:06
5975,(123) 123-7554,2997,Stoney Way,Austin,TX,73301,5/19/2008 23:18:06
5977,(123) 123-7555,2998,University Lane,Richmond,VA,23173-1823,5/21/2008 23:18:06
5979,(123) 123-7556,2999,Willow Road,Charleston,WV,25300,5/23/2008 23:18:06
5981,(123) 123-7557,3000,Bowery Estates,Montgomery,AL,36100,5/25/2008 23:18:06
5983,(123) 123-7558,3001,Dogwood Drive,Sacramento,CA,94203,5/27/2008 23:18:06
5985,(123) 123-7559,3002,Fir Street,Washington,DC,20510-0001,5/29/2008 23:18:06
5987,(123) 123-7560,3003,The Highlands,Atlanta,GA,30026,5/31/2008 23:18:06
5989,(123) 123-7561,3004,James Road,Springfield,IL,62700,06/02/2008 23:18:06
5991,(123) 123-7562,3005,Larch Mont Road,Boston,MA,02138-7190,06/04/2008 23:18:06
5993,(123) 123-7563,3006,New Pike Road,Trenton,NJ,8600,06/06/2008 23:18:06
5995,(123) 123-7564,3007,Pine Place,Albany,NY,12200-2837,06/08/2008 23:18:06
5997,(123) 123-7565,3008,Race Track Road,Harrisburg,PA,17100,06/10/2008 23:18:06
5999,(123) 123-7566,3009,Tamarack Road,Salt Lake City,UT,84100,06/12/2008 23:18:06
6001,(123) 123-7567,3010,Valley Road,Olympia,WA,98507,6/14/2008 23:18:06
6003,(123) 123-7568,3011,Apple Lane,Juneau,AK,99801,6/16/2008 23:18:06
6005,(123) 123-7569,3012,Cannery Row,Phoenix,AZ,85011,6/18/2008 23:18:06
6007,(123) 123-7570,3013,Elm Street,Denver,CO,80201,6/20/2008 23:18:06
6009,(123) 123-7571,3014,Goshen Road,Tallahassee,FL,32301,6/22/2008 23:18:06
6011,(123) 123-7572,3015,Island Drive,Honolulu,HI,96800-3017,6/24/2008 23:18:06
6013,(123) 123-7573,3016,King Street,Baton Rouge,LA,70800,6/26/2008 23:18:06
6015,(123) 123-7574,3017,Maple Street,Annapolis,MD,21400,6/28/2008 23:18:06
6017,(123) 123-7575,3018,Oak Drive,Carson City,NV,89701,6/30/2008 23:18:06
6019,(123) 123-7576,3019,Queen Ann Drive,Salem,OR,97301,07/02/2008 23:18:06
6021,(123) 123-7577,3020,Stoney Way,Austin,TX,73301,07/04/2008 23:18:06
6023,(123) 123-7578,3021,University Lane,Richmond,VA,23173-1823,07/06/2008 23:18:06
6025,(123) 123-7579,3022,Willow Road,Charleston,WV,25300,07/08/2008 23:18:06
6027,(123) 123-7580,3023,Bowery Estates,Montgomery,AL,36100,07/10/2008 23:18:06
6029,(123) 123-7581,3024,Dogwood Drive,Sacramento,CA,94203,07/12/2008 23:18:06
6031,(123) 123-7582,3025,Fir Street,Washington,DC,20510-0001,7/14/2008 23:18:06
6033,(123) 123-7583,3026,The Highlands,Atlanta,GA,30026,7/16/2008 23:18:06
6035,(123) 123-7584,3027,James Road,Springfield,IL,62700,7/18/2008 23:18:06
6037,(123) 123-7585,3028,Larch Mont Road,Boston,MA,02138-7190,7/20/2008 23:18:06
6039,(123) 123-7586,3029,New Pike Road,Trenton,NJ,8600,7/22/2008 23:18:06
6041,(123) 123-7587,3030,Pine Place,Albany,NY,12200-2837,7/24/2008 23:18:06
6043,(123) 123-7588,3031,Race Track Road,Harrisburg,PA,17100,7/26/2008 23:18:06
6045,(123) 123-7589,3032,Tamarack Road,Salt Lake City,UT,84100,7/28/2008 23:18:06
6047,(123) 123-7590,3033,Valley Road,Olympia,WA,98507,7/30/2008 23:18:06
6049,(123) 123-7591,3034,Apple Lane,Juneau,AK,99801,08/01/2008 23:18:06
6051,(123) 123-7592,3035,Cannery Row,Phoenix,AZ,85011,08/03/2008 23:18:06
6053,(123) 123-7593,3036,Elm Street,Denver,CO,80201,08/05/2008 23:18:06
6055,(123) 123-7594,3037,Goshen Road,Tallahassee,FL,32301,08/07/2008 23:18:06
6057,(123) 123-7595,3038,Island Drive,Honolulu,HI,96800-3017,08/09/2008 23:18:06
6059,(123) 123-7596,3039,King Street,Baton Rouge,LA,70800,08/11/2008 23:18:06
6061,(123) 123-7597,3040,Maple Street,Annapolis,MD,21400,8/13/2008 23:18:06
6063,(123) 123-7598,3041,Oak Drive,Carson City,NV,89701,8/15/2008 23:18:06
6065,(123) 123-7599,3042,Queen Ann Drive,Salem,OR,97301,8/17/2008 23:18:06
6067,(123) 123-7600,3043,Stoney Way,Austin,TX,73301,8/19/2008 23:18:06
6069,(123) 123-7601,3044,University Lane,Richmond,VA,23173-1823,8/21/2008 23:18:06
6071,(123) 123-7602,3045,Willow Road,Charleston,WV,25300,8/23/2008 23:18:06
6073,(123) 123-7603,3046,Bowery Estates,Montgomery,AL,36100,8/25/2008 23:18:06
6075,(123) 123-7604,3047,Dogwood Drive,Sacramento,CA,94203,8/27/2008 23:18:06
6077,(123) 123-7605,3048,Fir Street,Washington,DC,20510-0001,8/29/2008 23:18:06
6079,(123) 123-7606,3049,The Highlands,Atlanta,GA,30026,8/31/2008 23:18:06
6081,(123) 123-7607,3050,James Road,Springfield,IL,62700,09/02/2008 23:18:06
6083,(123) 123-7608,3051,Larch Mont Road,Boston,MA,02138-7190,09/04/2008 23:18:06
6085,(123) 123-7609,3052,New Pike Road,Trenton,NJ,8600,09/06/2008 23:18:06
6087,(123) 123-7610,3053,Pine Place,Albany,NY,12200-2837,09/08/2008 23:18:06
6089,(123) 123-7611,3054,Race Track Road,Harrisburg,PA,17100,09/10/2008 23:18:06
6091,(123) 123-7612,3055,Tamarack Road,Salt Lake City,UT,84100,09/12/2008 23:18:06
6093,(123) 123-7613,3056,Valley Road,Olympia,WA,98507,9/14/2008 23:18:06
6095,(123) 123-7614,3057,Apple Lane,Juneau,AK,99801,9/16/2008 23:18:06
6097,(123) 123-7615,3058,Cannery Row,Phoenix,AZ,85011,9/18/2008 23:18:06
6099,(123) 123-7616,3059,Elm Street,Denver,CO,80201,9/20/2008 23:18:06
6101,(123) 123-7617,3060,Goshen Road,Tallahassee,FL,32301,9/22/2008 23:18:06
6103,(123) 123-7618,3061,Island Drive,Honolulu,HI,96800-3017,9/24/2008 23:18:06
6105,(123) 123-7619,3062,King Street,Baton Rouge,LA,70800,9/26/2008 23:18:06
6107,(123) 123-7620,3063,Maple Street,Annapolis,MD,21400,9/28/2008 23:18:06
6109,(123) 123-7621,3064,Oak Drive,Carson City,NV,89701,9/30/2008 23:18:06
6111,(123) 123-7622,3065,Queen Ann Drive,Salem,OR,97301,10/02/2008 23:18:06
6113,(123) 123-7623,3066,Stoney Way,Austin,TX,73301,10/04/2008 23:18:06
6115,(123) 123-7624,3067,University Lane,Richmond,VA,23173-1823,10/06/2008 23:18:06
6117,(123) 123-7625,3068,Willow Road,Charleston,WV,25300,10/08/2008 23:18:06
6119,(123) 123-7626,3069,Bowery Estates,Montgomery,AL,36100,10/10/2008 23:18:06
6121,(123) 123-7627,3070,Dogwood Drive,Sacramento,CA,94203,10/12/2008 23:18:06
6123,(123) 123-7628,3071,Fir Street,Washington,DC,20510-0001,10/14/2008 23:18:06
6125,(123) 123-7629,3072,The Highlands,Atlanta,GA,30026,10/16/2008 23:18:06
6127,(123) 123-7630,3073,James Road,Springfield,IL,62700,10/18/2008 23:18:06
6129,(123) 123-7631,3074,Larch Mont Road,Boston,MA,02138-7190,10/20/2008 23:18:06
6131,(123) 123-7632,3075,New Pike Road,Trenton,NJ,8600,10/22/2008 23:18:06
6133,(123) 123-7633,3076,Pine Place,Albany,NY,12200-2837,10/24/2008 23:18:06
6135,(123) 123-7634,3077,Race Track Road,Harrisburg,PA,17100,10/26/2008 23:18:06
6137,(123) 123-7635,3078,Tamarack Road,Salt Lake City,UT,84100,10/28/2008 23:18:06
6139,(123) 123-7636,3079,Valley Road,Olympia,WA,98507,10/30/2008 23:18:06
6141,(123) 123-7637,3080,Apple Lane,Juneau,AK,99801,11/01/2008 23:18:06
6143,(123) 123-7638,3081,Cannery Row,Phoenix,AZ,85011,11/03/2008 23:18:06
6145,(123) 123-7639,3082,Elm Street,Denver,CO,80201,11/05/2008 23:18:06
6147,(123) 123-7640,3083,Goshen Road,Tallahassee,FL,32301,11/07/2008 23:18:06
6149,(123) 123-7641,3084,Island Drive,Honolulu,HI,96800-3017,11/09/2008 23:18:06
6151,(123) 123-7642,3085,King Street,Baton Rouge,LA,70800,11/11/2008 23:18:06
6153,(123) 123-7643,3086,Maple Street,Annapolis,MD,21400,11/13/2008 23:18:06
6155,(123) 123-7644,3087,Oak Drive,Carson City,NV,89701,11/15/2008 23:18:06
6157,(123) 123-7645,3088,Queen Ann Drive,Salem,OR,97301,11/17/2008 23:18:06
6159,(123) 123-7646,3089,Stoney Way,Austin,TX,73301,11/19/2008 23:18:06
6161,(123) 123-7647,3090,University Lane,Richmond,VA,23173-1823,11/21/2008 23:18:06
6163,(123) 123-7648,3091,Willow Road,Charleston,WV,25300,11/23/2008 23:18:06
6165,(123) 123-7649,3092,Bowery Estates,Montgomery,AL,36100,11/25/2008 23:18:06
6167,(123) 123-7650,3093,Dogwood Drive,Sacramento,CA,94203,11/27/2008 23:18:06
6169,(123) 123-7651,3094,Fir Street,Washington,DC,20510-0001,11/29/2008 23:18:06
6171,(123) 123-7652,3095,The Highlands,Atlanta,GA,30026,12/01/2008 23:18:06
6173,(123) 123-7653,3096,James Road,Springfield,IL,62700,12/03/2008 23:18:06
6175,(123) 123-7654,3097,Larch Mont Road,Boston,MA,02138-7190,12/05/2008 23:18:06
6177,(123) 123-7655,3098,New Pike Road,Trenton,NJ,8600,12/07/2008 23:18:06
6179,(123) 123-7656,3099,Pine Place,Albany,NY,12200-2837,12/09/2008 23:18:06
6181,(123) 123-7657,3100,Race Track Road,Harrisburg,PA,17100,12/11/2008 23:18:06
6183,(123) 123-7658,3101,Tamarack Road,Salt Lake City,UT,84100,12/13/2008 23:18:06
6185,(123) 123-7659,3102,Valley Road,Olympia,WA,98507,12/15/2008 23:18:06
6187,(123) 123-7660,3103,Apple Lane,Juneau,AK,99801,12/17/2008 23:18:06
6189,(123) 123-7661,3104,Cannery Row,Phoenix,AZ,85011,12/19/2008 23:18:06
6191,(123) 123-7662,3105,Elm Street,Denver,CO,80201,12/21/2008 23:18:06
6193,(123) 123-7663,3106,Goshen Road,Tallahassee,FL,32301,12/23/2008 23:18:06
6195,(123) 123-7664,3107,Island Drive,Honolulu,HI,96800-3017,12/25/2008 23:18:06
6197,(123) 123-7665,3108,King Street,Baton Rouge,LA,70800,12/27/2008 23:18:06
6199,(123) 123-7666,3109,Maple Street,Annapolis,MD,21400,12/29/2008 23:18:06
6201,(123) 123-7667,3110,Oak Drive,Carson City,NV,89701,12/31/2008 23:18:06
6203,(123) 123-7668,3111,Queen Ann Drive,Salem,OR,97301,01/02/2009 23:18:06
6205,(123) 123-7669,3112,Stoney Way,Austin,TX,73301,01/05/2008 23:18:06
6207,(123) 123-7670,3113,University Lane,Richmond,VA,23173-1823,01/07/2008 23:18:06
6209,(123) 123-7671,3114,Willow Road,Charleston,WV,25300,01/09/2008 23:18:06
6211,(123) 123-7672,3115,Bowery Estates,Montgomery,AL,36100,01/11/2008 23:18:06
6213,(123) 123-7673,3116,Dogwood Drive,Sacramento,CA,94203,1/13/2008 23:18:06
6215,(123) 123-7674,3117,Fir Street,Washington,DC,20510-0001,1/15/2008 23:18:06
6217,(123) 123-7675,3118,The Highlands,Atlanta,GA,30026,1/17/2008 23:18:06
6219,(123) 123-7676,3119,James Road,Springfield,IL,62700,1/19/2008 23:18:06
6221,(123) 123-7677,3120,Larch Mont Road,Boston,MA,02138-7190,1/21/2008 23:18:06
6223,(123) 123-7678,3121,New Pike Road,Trenton,NJ,8600,1/23/2008 23:18:06
6225,(123) 123-7679,3122,Pine Place,Albany,NY,12200-2837,1/25/2008 23:18:06
6227,(123) 123-7680,3123,Race Track Road,Harrisburg,PA,17100,1/27/2008 23:18:06
6229,(123) 123-7681,3124,Tamarack Road,Salt Lake City,UT,84100,1/29/2008 23:18:06
6231,(123) 123-7682,3125,Valley Road,Olympia,WA,98507,1/31/2008 23:18:06
6233,(123) 123-7683,3126,Apple Lane,Juneau,AK,99801,02/02/2008 23:18:06
6235,(123) 123-7684,3127,Cannery Row,Phoenix,AZ,85011,02/04/2008 23:18:06
6237,(123) 123-7685,3128,Elm Street,Denver,CO,80201,02/06/2008 23:18:06
6239,(123) 123-7686,3129,Goshen Road,Tallahassee,FL,32301,02/08/2008 23:18:06
6241,(123) 123-7687,3130,Island Drive,Honolulu,HI,96800-3017,02/10/2008 23:18:06
6243,(123) 123-7688,3131,King Street,Baton Rouge,LA,70800,02/12/2008 23:18:06
6245,(123) 123-7689,3132,Maple Street,Annapolis,MD,21400,2/14/2008 23:18:06
6247,(123) 123-7690,3133,Oak Drive,Carson City,NV,89701,2/16/2008 23:18:06
6249,(123) 123-7691,3134,Queen Ann Drive,Salem,OR,97301,2/18/2008 23:18:06
6251,(123) 123-7692,3135,Stoney Way,Austin,TX,73301,2/20/2008 23:18:06
6253,(123) 123-7693,3136,University Lane,Richmond,VA,23173-1823,2/22/2008 23:18:06
6255,(123) 123-7694,3137,Willow Road,Charleston,WV,25300,2/24/2008 23:18:06
6257,(123) 123-7695,3138,Bowery Estates,Montgomery,AL,36100,2/26/2008 23:18:06
6259,(123) 123-7696,3139,Dogwood Drive,Sacramento,CA,94203,2/28/2008 23:18:06
6261,(123) 123-7697,3140,Fir Street,Washington,DC,20510-0001,03/01/2008 23:18:06
6263,(123) 123-7698,3141,The Highlands,Atlanta,GA,30026,03/03/2008 23:18:06
6265,(123) 123-7699,3142,James Road,Springfield,IL,62700,03/05/2008 23:18:06
6267,(123) 123-7700,3143,Larch Mont Road,Boston,MA,02138-7190,03/07/2008 23:18:06
6269,(123) 123-7701,3144,New Pike Road,Trenton,NJ,8600,03/09/2008 23:18:06
6271,(123) 123-7702,3145,Pine Place,Albany,NY,12200-2837,03/11/2008 23:18:06
6273,(123) 123-7703,3146,Race Track Road,Harrisburg,PA,17100,3/13/2008 23:18:06
6275,(123) 123-7704,3147,Tamarack Road,Salt Lake City,UT,84100,3/15/2008 23:18:06
6277,(123) 123-7705,3148,Valley Road,Olympia,WA,98507,3/17/2008 23:18:06
6279,(123) 123-7706,3149,Apple Lane,Juneau,AK,99801,3/19/2008 23:18:06
6281,(123) 123-7707,3150,Cannery Row,Phoenix,AZ,85011,3/21/2008 23:18:06
6283,(123) 123-7708,3151,Elm Street,Denver,CO,80201,3/23/2008 23:18:06
6285,(123) 123-7709,3152,Goshen Road,Tallahassee,FL,32301,3/25/2008 23:18:06
6287,(123) 123-7710,3153,Island Drive,Honolulu,HI,96800-3017,3/27/2008 23:18:06
6289,(123) 123-7711,3154,King Street,Baton Rouge,LA,70800,3/29/2008 23:18:06
6291,(123) 123-7712,3155,Maple Street,Annapolis,MD,21400,3/31/2008 23:18:06
6293,(123) 123-7713,3156,Oak Drive,Carson City,NV,89701,04/02/2008 23:18:06
6295,(123) 123-7714,3157,Queen Ann Drive,Salem,OR,97301,04/04/2008 23:18:06
6297,(123) 123-7715,3158,Stoney Way,Austin,TX,73301,04/06/2008 23:18:06
6299,(123) 123-7716,3159,University Lane,Richmond,VA,23173-1823,04/08/2008 23:18:06
6301,(123) 123-7717,3160,Willow Road,Charleston,WV,25300,04/10/2008 23:18:06
6303,(123) 123-7718,3161,Bowery Estates,Montgomery,AL,36100,04/12/2008 23:18:06
6305,(123) 123-7719,3162,Dogwood Drive,Sacramento,CA,94203,4/14/2008 23:18:06
6307,(123) 123-7720,3163,Fir Street,Washington,DC,20510-0001,4/16/2008 23:18:06
6309,(123) 123-7721,3164,The Highlands,Atlanta,GA,30026,4/18/2008 23:18:06
6311,(123) 123-7722,3165,James Road,Springfield,IL,62700,4/20/2008 23:18:06
6313,(123) 123-7723,3166,Larch Mont Road,Boston,MA,02138-7190,4/22/2008 23:18:06
6315,(123) 123-7724,3167,New Pike Road,Trenton,NJ,8600,4/24/2008 23:18:06
6317,(123) 123-7725,3168,Pine Place,Albany,NY,12200-2837,4/26/2008 23:18:06
6319,(123) 123-7726,3169,Race Track Road,Harrisburg,PA,17100,4/28/2008 23:18:06
6321,(123) 123-7727,3170,Tamarack Road,Salt Lake City,UT,84100,4/30/2008 23:18:06
6323,(123) 123-7728,3171,Valley Road,Olympia,WA,98507,05/02/2008 23:18:06
6325,(123) 123-7729,3172,Apple Lane,Juneau,AK,99801,05/04/2008 23:18:06
6327,(123) 123-7730,3173,Cannery Row,Phoenix,AZ,85011,05/06/2008 23:18:06
6329,(123) 123-7731,3174,Elm Street,Denver,CO,80201,05/08/2008 23:18:06
6331,(123) 123-7732,3175,Goshen Road,Tallahassee,FL,32301,05/10/2008 23:18:06
6333,(123) 123-7733,3176,Island Drive,Honolulu,HI,96800-3017,05/12/2008 23:18:06
